Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0,1700149045,230675488,0.7209869646862302,-0.6575341668135399,-0.14695046818702862,0.00743813051041682,0.9992721506596898,-0.03165167174849991,-0.019950308418512763,54.8701286315918,30.21505355834961,0.3064126623801114,-0.28186896977394477,-0.08590292412158317,0.7543350524426522,0.014189322287940077,1.094878787353214,-0.4858884145627048
10,1700149045,230675488,0.7209869646862302,-0.6575341668135399,-0.14695046818702862,0.00743813051041682,0.9992721506596898,-0.03165167174849991,-0.019950308418512763,54.8701286315918,30.21505355834961,0.3064126623801114,-0.28186896977394477,-0.08590292412158317,0.7543350524426522,0.014189322287940077,1.094878787353214,-0.4858884145627048
20,1700149045,240660878,0.7219187624796771,-0.6568809274366957,-0.14632754220425448,0.007484634540948606,0.999286469192251,-0.03152127264550516,-0.019414996932287,54.8701286315918,30.21505355834961,0.3064126623801114,-0.28186896977394477,-0.08590292412158317,0.7543350524426522,0.014189322287940077,1.094878787353214,-0.4858884145627048
30,1700149045,260661223,0.7222185146584698,-0.6568869290071288,-0.14688891978184507,0.007321864159472613,0.9992941788992644,-0.03156369132937778,-0.019007043771690026,54.8701286315918,30.21505355834961,0.30679615757708273,-0.28033498898605935,-0.08590292412158317,0.7531845668517382,0.014189322287940077,1.0944952921562427,-0.48627190975967616
40,1700149045,270686858,0.7214244798549883,-0.6569335136310628,-0.1468380465984683,0.0071407230568120905,0.9992808312718602,-0.03150640176792076,-0.019853890663662735,54.8701286315918,30.967741012573242,0.30679615757708273,-0.2807184841830307,-0.08628641931855452,0.7539515572456809,0.013805827090968724,1.0956457777471567,-0.4866554049566475
50,1700149045,280661633,0.7216060440783894,-0.6568843809304227,-0.14670710837734752,0.007620908361217532,0.9992842408413156,-0.03145251857817901,-0.019587415271925986,54.8701286315918,30.967741012573242,0.30679615757708273,-0.2807184841830307,-0.08628641931855452,0.7539515572456809,0.013805827090968724,1.0956457777471567,-0.4866554049566475
60,1700149045,280661633,0.7216060440783894,-0.6568843809304227,-0.14670710837734752,0.007620908361217532,0.9992842408413156,-0.03145251857817901,-0.019587415271925986,54.8701286315918,30.967741012573242,0.30679615757708273,-0.2807184841830307,-0.08628641931855452,0.7539515572456809,0.013805827090968724,1.0956457777471567,-0.4866554049566475
70,1700149045,290661773,0.7216432713771685,-0.6567808210312898,-0.14673878120218686,0.007428424608948749,0.9992929331516107,-0.031266846349023374,-0.01951503472880347,54.8701286315918,30.967741012573242,0.30679615757708273,-0.2807184841830307,-0.08628641931855452,0.7539515572456809,0.013805827090968724,1.0956457777471567,-0.4866554049566475
80,1700149045,310662419,0.7220151043724973,-0.6562985395431142,-0.14661620829044328,0.007234421466835074,0.9992945172376695,-0.031273408865089565,-0.019496278176370334,54.8701286315918,30.967741012573242,0.3071796527740541,-0.2811019793800021,-0.08551942892461181,0.7539515572456809,0.013805827090968724,1.0956457777471567,-0.4858884145627048
90,1700149045,320661792,0.722004730255393,-0.656482459615235,-0.14689235056885783,0.0074937840963243,0.9992990299945872,-0.03121888613346938,-0.019252869925815288,54.8701286315918,29.462366104125977,0.30679615757708273,-0.2807184841830307,-0.08551942892461181,0.7539515572456809,0.014189322287940077,1.094878787353214,-0.4858884145627048
