Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2
6,1697207899,333935758,0.7737542615112124,-0.4778145436641182,-0.1348717644984617,-0.018058374018911715,0.9987657762762044,-0.009426048423913619,0.04529866309610055,5.853658676147461,0.0,-0.8252816638823526,1.1623739420201722,0.9108010928069644,-0.28608741694062967,1.003606930474032,0.9794467330648366,-0.8183787503368682
20,1697207899,354030425,0.7740537911534459,-0.47844484944579413,-0.1342545469738813,-0.018210779482667624,0.9987402832597572,-0.010231302655114339,0.04562383752857074,5.853658676147461,0.0,-0.8252816638823526,1.1623739420201722,0.9108010928069644,-0.28608741694062967,1.003606930474032,0.9794467330648366,-0.8183787503368682
34,1697207899,363431614,0.7738490540658478,-0.4792330729720936,-0.13413947517417718,-0.017310297077811038,0.9987555684290153,-0.01043388113152176,0.04559388414739211,5.853658676147461,0.0,-0.8252816638823526,1.1623739420201722,0.9108010928069644,-0.28608741694062967,1.003606930474032,0.9794467330648366,-0.8183787503368682
48,1697207899,373525158,0.7729118614460659,-0.4794956895226611,-0.13462200938446134,-0.01720143856402134,0.9987887187594525,-0.010528527440542557,0.0448815763996044,5.853658676147461,0.0,-0.8271991398672094,1.1639079228080578,0.9108010928069644,-0.28608741694062967,1.0032234352770606,0.9790632378678653,-0.8179952551398969
59,1697207899,383521240,0.7743891956342297,-0.47687868538388883,-0.1345247393090789,-0.01887186642771592,0.998736346753295,-0.009781375504673827,0.045539949765597644,5.853658676147461,0.0,-0.8271991398672094,1.1639079228080578,0.9108010928069644,-0.28608741694062967,1.0032234352770606,0.9790632378678653,-0.8179952551398969
73,1697207899,403910292,0.7738122766154625,-0.4776815397946557,-0.13482921937072495,-0.01844853734230072,0.9987548749376337,-0.00971950584760136,0.045319780055953454,5.853658676147461,0.0,-0.8271991398672094,1.1639079228080578,0.9108010928069644,-0.28608741694062967,1.0032234352770606,0.9790632378678653,-0.8179952551398969
84,1697207899,413998482,0.7742715324321473,-0.47753643138222446,-0.1343643577210159,-0.01806401122140674,0.9987438402217048,-0.009905406327851994,0.04567620872264881,5.853658676147461,0.0,-0.8264321494732667,1.1627574372171436,0.9123350735948498,-0.286470912137601,1.0039904256710033,0.9790632378678653,-0.8176117599429256
100,1697207899,433277753,0.7740773553688239,-0.47740553668754016,-0.13445063320691228,-0.018689916732540255,0.9987398192875879,-0.009656537609134007,0.045565465687627836,5.853658676147461,0.0,-0.8260486542762953,1.1627574372171436,0.9123350735948498,-0.286470912137601,1.003606930474032,0.9794467330648366,-0.8176117599429256
110,1697207899,443273529,0.7737930702335108,-0.47744597409447737,-0.13479495191389979,-0.017971758100326314,0.9987641552092635,-0.009477539164580709,0.04535806908691943,5.853658676147461,0.0,-0.8260486542762953,1.1627574372171436,0.9123350735948498,-0.286470912137601,1.003606930474032,0.9794467330648366,-0.8176117599429256
128,1697207899,453812872,0.7740912699688912,-0.47793454643144995,-0.1342237743138649,-0.018414334135242117,0.9987400693594665,-0.010359220216479488,0.04551782849291502,5.853658676147461,0.0,-0.8264321494732667,1.1631409324141149,0.9123350735948498,-0.28685440733457235,1.0028399400800891,0.978679742670894,-0.8179952551398969
