Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2
4,1697207978,203606980,0.9184278089460239,-0.4856136901571395,-0.12971326269255837,-0.02031542935941257,0.9924929957247868,-0.026894924459787646,0.11756530017604415,5.691056728363037,0.0,-0.8187622455338396,0.515417544729499,0.7458981581092824,-0.0682621450609009,0.9230729391100477,1.0454079069439095,-0.48051948180510584
17,1697207978,213820596,0.9184937785986393,-0.48612393155579237,-0.12971671169402255,-0.01985255527514141,0.9924719137361612,-0.026668648319683786,0.11787349019491504,5.691056728363037,0.0,-0.8191457407308109,0.515417544729499,0.7466651485032252,-0.06711165946998685,0.9226894439130764,1.045024411746938,-0.48051948180510584
29,1697207978,233572241,0.918387149414465,-0.48533551598350355,-0.12985492623786093,-0.01996668277812713,0.9925137206172618,-0.026125258266371083,0.11762362367242898,5.691056728363037,0.0,-0.8191457407308109,0.515417544729499,0.7466651485032252,-0.06711165946998685,0.9226894439130764,1.045024411746938,-0.48051948180510584
43,1697207978,243341742,0.9182036341902453,-0.48619780415410224,-0.12955001907246663,-0.0201044011409936,0.9925079959363245,-0.02675668418153651,0.117506471774249,5.691056728363037,0.0,-0.8191457407308109,0.515417544729499,0.7466651485032252,-0.06711165946998685,0.9226894439130764,1.045024411746938,-0.48051948180510584
56,1697207978,254487864,0.9183018593826885,-0.48589438080200376,-0.1297951162108584,-0.019874489038722482,0.992498740693219,-0.0263551326861799,0.11771432108676515,5.691056728363037,0.0,-0.8191457407308109,0.5158010399264704,0.7458981581092824,-0.0674951546669582,0.9230729391100477,1.0454079069439095,-0.4812864721990486
71,1697207978,274082664,0.9189024145495991,-0.48505256435230104,-0.12942740884882575,-0.020196065185074497,0.9924503523258589,-0.026091398382933857,0.11812559438894717,5.691056728363037,0.0,-0.8191457407308109,0.5158010399264704,0.7458981581092824,-0.0674951546669582,0.9230729391100477,1.0454079069439095,-0.4812864721990486
83,1697207978,284163558,0.9181352304552793,-0.4856740266203891,-0.12994820406469693,-0.020430758351005805,0.9925284106958829,-0.026353821827604526,0.1173687102672023,5.691056728363037,0.0,-0.8191457407308109,0.5158010399264704,0.7458981581092824,-0.0674951546669582,0.9230729391100477,1.0454079069439095,-0.4812864721990486
96,1697207978,293798377,0.9185278534708979,-0.4864037761666988,-0.12950257217124933,-0.019914582049326095,0.9924565569885403,-0.026956464338873793,0.11792684572479692,5.691056728363037,0.0,-0.8191457407308109,0.5150340495325276,0.7458981581092824,-0.06672816427301549,0.9238399295039904,1.0457914021408807,-0.4816699673960199
111,1697207978,314111703,0.918810183534833,-0.4862195888811321,-0.12906131180179747,-0.019470018439671055,0.9924355353402656,-0.02610462576960206,0.11836880961329399,5.691056728363037,0.0,-0.8191457407308109,0.5150340495325276,0.7458981581092824,-0.06672816427301549,0.9238399295039904,1.0457914021408807,-0.4816699673960199
121,1697207978,324160264,0.9184255487927048,-0.48545571928438813,-0.12952526161606304,-0.019816879227203762,0.992510071932611,-0.02598037134200919,0.11771180363476388,5.691056728363037,0.0,-0.8191457407308109,0.5150340495325276,0.7458981581092824,-0.06672816427301549,0.9238399295039904,1.0457914021408807,-0.4816699673960199
132,1697207978,334689571,0.918283044891576,-0.48590340748935135,-0.12953234438290473,-0.019512551022014234,0.9925208898844889,-0.026140958182690507,0.11763585253147253,5.691056728363037,0.0,-0.8187622455338396,0.515417544729499,0.7458981581092824,-0.0674951546669582,0.9242234247009617,1.0457914021408807,-0.48090297700207724
144,1697207978,343415992,0.9182060792451684,-0.4857357943965594,-0.1299438615493681,-0.01941169396321132,0.9925259467958122,-0.02572161817125354,0.11770229153762357,5.691056728363037,0.0,-0.8187622455338396,0.515417544729499,0.7458981581092824,-0.0674951546669582,0.9242234247009617,1.0457914021408807,-0.48090297700207724
157,1697207978,354472038,0.9185989551411123,-0.4859087856863691,-0.12945563513795336,-0.01961474710785697,0.9924691195644536,-0.026174087223611937,0.11804755636972786,5.691056728363037,0.0,-0.8187622455338396,0.515417544729499,0.7458981581092824,-0.0674951546669582,0.9242234247009617,1.0457914021408807,-0.48090297700207724
169,1697207978,363651298,0.9179995553937399,-0.4870236461233749,-0.1293296534624893,-0.01909700377138243,0.9925350208348468,-0.026519275574378977,0.11750006334609504,5.691056728363037,0.0,-0.8199127311247536,0.515417544729499,0.7447476725183684,-0.0674951546669582,0.9242234247009617,1.0461748973378522,-0.48051948180510584
182,1697207978,383754157,0.9181594400307114,-0.48576206058038235,-0.12993253316050984,-0.01951750631066035,0.9925372056936961,-0.025992907355907986,0.11753012817295176,5.691056728363037,0.0,-0.8199127311247536,0.515417544729499,0.7447476725183684,-0.0674951546669582,0.9242234247009617,1.0461748973378522,-0.48051948180510584
192,1697207978,393714700,0.9184456032566772,-0.48601495462108096,-0.12934335098952818,-0.019851198056214586,0.9924945859304483,-0.026353031454635564,0.11775374545054663,5.691056728363037,0.0,-0.8199127311247536,0.515417544729499,0.7447476725183684,-0.0674951546669582,0.9242234247009617,1.0461748973378522,-0.48051948180510584
205,1697207978,403820609,0.9180971422513253,-0.48620065794904166,-0.1297426487527193,-0.01918626997273219,0.9925365862034481,-0.026028777989717203,0.1175819493310982,5.691056728363037,0.0,-0.8199127311247536,0.515417544729499,0.7447476725183684,-0.0674951546669582,0.9242234247009617,1.0461748973378522,-0.48051948180510584
219,1697207978,423301657,0.9184555577553987,-0.48551961694325746,-0.12975552520727446,-0.019750163389222565,0.9924997768859695,-0.025886746895205297,0.11783038768748806,5.691056728363037,0.0,-0.8191457407308109,0.515417544729499,0.7451311677153397,-0.06711165946998685,0.9246069198979331,1.0457914021408807,-0.48051948180510584
234,1697207978,433710920,0.9185976744197255,-0.4857733902171994,-0.12909317095663794,-0.018937344209490566,0.9924912812299862,-0.025519093508935838,0.11811523840400161,5.691056728363037,0.0,-0.8191457407308109,0.515417544729499,0.7451311677153397,-0.06711165946998685,0.9246069198979331,1.0457914021408807,-0.48051948180510584
244,1697207978,443740829,0.9181015859311981,-0.4854893791927495,-0.12974034519975014,-0.01959875120570187,0.9925514156938872,-0.025594175210705446,0.11748410254379633,5.691056728363037,0.0,-0.8191457407308109,0.515417544729499,0.7451311677153397,-0.06711165946998685,0.9246069198979331,1.0457914021408807,-0.48051948180510584
261,1697207978,463853500,0.9180901504130656,-0.48570521602153444,-0.1296643625259725,-0.019039348101579253,0.9925585651809141,-0.02571768094282684,0.11748871774257741,5.691056728363037,0.0,-0.8183787503368682,0.5158010399264704,0.745514662912311,-0.0674951546669582,0.9246069198979331,1.0461748973378522,-0.4812864721990486
