Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
1,1715351775,549026321,0.6506106355189064,-0.8387743578517685,0.046333782235892434,0.378901333850835,0.9239258665724729,-0.024932752737718496,0.046616843793667435,96.10389709472656,0.0,0.0007669903939427069,-0.5506991028508635,-0.0019174759848567672,0.7512670908668814,-0.003451456772742181,1.2578642460660392,0.0015339807878854137
101,1715351775,649027353,0.6503992582826305,-0.8392326314681225,0.04677746997337681,0.37781441315751535,0.9243446702256062,-0.027011673738010587,0.04597357194985978,96.10389709472656,0.0,0.0023009711818281204,-0.5510825980478349,-0.0019174759848567672,0.75088359566991,-0.008053399136398421,1.2582477412630106,0.0019174759848567672
201,1715351775,749025743,0.6509680642275518,-0.8395589648708291,0.04806740336455892,0.3787941055387745,0.9239113543174784,-0.025815782425907326,0.04729038327251117,96.10389709472656,0.0,0.0007669903939427069,-0.5522330836387489,-0.0015339807878854137,0.749733110078996,-0.004985437560627594,1.2590147316569533,0.0019174759848567672
301,1715351775,849038296,0.6503068653177686,-0.840646342321348,0.04810850645709752,0.3788694055646236,0.9238555224712288,-0.026354001298091356,0.047480667035141,96.10389709472656,0.0,-0.0003834951969713534,-0.5522330836387489,-0.0015339807878854137,0.749733110078996,-0.005752427954570301,1.2582477412630106,0.0011504855909140602
401,1715351775,949024648,0.6515151423567019,-0.8392837365063543,0.04836133982877594,0.37834695334338214,0.9240734487930802,-0.02580197642225333,0.04770851228186416,96.10389709472656,0.0,0.0011504855909140602,-0.5530000740326917,-0.0011504855909140602,0.7505001004729387,-0.004985437560627594,1.2582477412630106,0.0015339807878854137
501,1715351776,49025092,0.6497818520949448,-0.8400581215271742,0.047477567139019766,0.37897479240860193,0.9238665800945219,-0.026127949574664563,0.046540081159504476,96.10389709472656,0.0,0.0,-0.5518495884417776,-0.0019174759848567672,0.7505001004729387,-0.005752427954570301,1.2590147316569533,0.0015339807878854137
601,1715351776,139025190,0.6505630316057278,-0.8398987826603288,0.04752012140849468,0.37895785200285964,0.9238419501354278,-0.026128234398242692,0.04716262230388902,96.10389709472656,0.0,0.0007669903939427069,-0.5518495884417776,-0.0023009711818281204,0.7505001004729387,-0.004985437560627594,1.2578642460660392,0.0019174759848567672
701,1715351776,239025101,0.6512603764469375,-0.8404512190819691,0.04829954036693776,0.3788933373170924,0.9238033951673461,-0.02625469941488469,0.04835097488814972,96.10389709472656,0.0,0.0003834951969713534,-0.5526165788357204,-0.0019174759848567672,0.7501166052759674,-0.004601942363656241,1.2567137604751253,0.0015339807878854137
801,1715351776,349026242,0.6501930429301168,-0.8409464746672853,0.04702693582912096,0.37938821147138846,0.9236326726905237,-0.026241061033454683,0.04773549676016361,96.10389709472656,0.0,-0.0007669903939427069,-0.5510825980478349,-0.0019174759848567672,0.7505001004729387,-0.004985437560627594,1.2559467700811826,0.0015339807878854137
901,1715351776,449041695,0.6477468437819324,-0.8402898245461217,0.04463435996937748,0.37859841337504496,0.9240792898679644,-0.02759296148948108,0.04448972806454737,96.10389709472656,0.0,0.0007669903939427069,-0.5499321124569209,-0.003451456772742181,0.7543350524426522,-0.008820389530341128,1.2559467700811826,0.0015339807878854137
1001,1715351776,549024395,0.6438659646143008,-0.8368406144053526,0.039833631816861365,0.375367882877075,0.9256299469994346,-0.03002433965175585,0.03750590287784788,96.10389709472656,0.0,0.004985437560627594,-0.5491651220629781,-0.002684466378799474,0.7650729179578502,-0.019941750242510378,1.2555632748842112,0.0019174759848567672
1101,1715351776,649025300,0.6380787882508979,-0.8302298684188003,0.030387555866242755,0.3674127323394213,0.9289666011855234,-0.03599329976572094,0.027081734964224908,96.10389709472656,0.0,0.015339807878854137,-0.5522330836387489,-0.002684466378799474,0.7965195241095011,-0.04026699568199211,1.2421409429902137,0.0011504855909140602
1201,1715351776,749025248,0.6368916848040908,-0.8220862074350618,0.018907095248800437,0.34769768724704886,0.9359080454763503,-0.053515963641561,0.017846297408887,96.10389709472656,0.0,0.04141748127290617,-0.5591359971842333,-0.0023009711818281204,0.8444564237309202,-0.0839854481367264,1.2060923944749065,0.0011504855909140602
1301,1715351776,849026143,0.6397666480038775,-0.8125861230326547,0.008647676646519109,0.3233102958884179,0.9433426773602084,-0.07270506868170827,0.017000547973691292,96.10389709472656,0.0,0.07094661143970038,-0.5809952234116005,-0.0019174759848567672,0.9219224535191337,-0.12732040539448933,1.1397477253988624,0.0011504855909140602
1401,1715351776,949025008,0.657819740104161,-0.7960958953978697,0.0029926107629361376,0.29516720365378596,0.9512728050860606,-0.08128871092354577,0.03672216860821978,96.10389709472656,0.0,0.10239321759135137,-0.6201117335026785,-0.0019174759848567672,1.021247709534714,-0.1365242901218018,1.037354507807511,-0.01227184630308331
