Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
1,1700134472,414500905,0.5269545362490551,-0.6409311369973902,-0.08848972182589605,0.006719097513344572,0.9999180819234263,-0.008594863049449135,0.006694139253367605,96.10389709472656,0.0,0.26307770512234846,-0.794218552927673,-0.24313595487983808,1.727262367158976,0.28570392174365833,0.6431214453209597,-0.9023641984735946
11,1700134472,424514483,0.5280108467318603,-0.6406322259748322,-0.08803838962395993,0.0063207628896358075,0.999915227471322,-0.008702540166895381,0.007338366447056862,96.10389709472656,0.0,0.26307770512234846,-0.794218552927673,-0.24313595487983808,1.727262367158976,0.28570392174365833,0.6431214453209597,-0.9023641984735946
21,1700134472,434500467,0.5274603587655899,-0.6410848526434488,-0.08814482106936843,0.00679451221454991,0.9999125417834154,-0.008629631941616374,0.007367010285619592,96.10389709472656,0.0,0.26307770512234846,-0.794218552927673,-0.24313595487983808,1.727262367158976,0.28570392174365833,0.6431214453209597,-0.9023641984735946
31,1700134472,434500467,0.5274603587655899,-0.6410848526434488,-0.08814482106936843,0.00679451221454991,0.9999125417834154,-0.008629631941616374,0.007367010285619592,96.10389709472656,0.0,0.26307770512234846,-0.794218552927673,-0.24313595487983808,1.727262367158976,0.28570392174365833,0.6431214453209597,-0.9023641984735946
41,1700134472,444499946,0.5283666708581934,-0.6413466992454161,-0.08780849957270867,0.006167221751483775,0.9999103487252691,-0.009089283825095152,0.007657989783608074,96.10389709472656,0.0,0.2623107147284057,-0.7949855433216156,-0.24236896448589537,1.727262367158976,0.28608741694062967,0.6427379501239884,-0.902747693670566
51,1700134472,464499889,0.5284602332764171,-0.641188537078261,-0.08770299908672996,0.005733094282373796,0.9999147576187067,-0.00909075953486658,0.007413987951964175,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24275245968286674,1.7253448911741192,0.2849369313497156,0.6438884357149024,-0.9023641984735946
61,1700134472,474501527,0.5275435562061088,-0.640855718620038,-0.08817539083467685,0.006011986278060519,0.9999182573452081,-0.008722154372184706,0.007159516172388356,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24275245968286674,1.7253448911741192,0.2849369313497156,0.6438884357149024,-0.9023641984735946
71,1700134472,484500095,0.5282960837937288,-0.6413385363471008,-0.08783450553865477,0.006237220795807932,0.9999086458386963,-0.009282600773545577,0.007591467358028279,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24275245968286674,1.7253448911741192,0.2849369313497156,0.6438884357149024,-0.9023641984735946
81,1700134472,484500095,0.5282960837937288,-0.6413385363471008,-0.08783450553865477,0.006237220795807932,0.9999086458386963,-0.009282600773545577,0.007591467358028279,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24275245968286674,1.7253448911741192,0.2849369313497156,0.6438884357149024,-0.9023641984735946
91,1700134472,494499466,0.5271736593990902,-0.640632477357426,-0.08849212269746194,0.006375231202295908,0.9999203554046558,-0.00865920578810265,0.0066073769124748456,96.10389709472656,0.0,0.26384469551629114,-0.794218552927673,-0.24313595487983808,1.727262367158976,0.28532042654668693,0.6431214453209597,-0.9019807032766233
101,1700134472,514519098,0.5279575774703312,-0.6414422981063802,-0.08811222731472544,0.006349128028522395,0.9999077020060444,-0.009513740055179047,0.007332447915371036,96.10389709472656,0.0,0.26384469551629114,-0.7946020481246443,-0.24313595487983808,1.726495376765033,0.2849369313497156,0.6419709597300457,-0.9015972080796519
111,1700134472,524499465,0.5279420457362932,-0.641186464614396,-0.08798525511940888,0.006645054174830317,0.999913213211092,-0.008739807580489341,0.007281831111688524,96.10389709472656,0.0,0.26384469551629114,-0.7946020481246443,-0.24313595487983808,1.726495376765033,0.2849369313497156,0.6419709597300457,-0.9015972080796519
121,1700134472,534502406,0.5281987974479668,-0.6409387161234877,-0.08787084264280196,0.005950819582207351,0.9999155295509736,-0.008932481477050993,0.007330230812074171,96.10389709472656,0.0,0.26384469551629114,-0.7946020481246443,-0.24313595487983808,1.726495376765033,0.2849369313497156,0.6419709597300457,-0.9015972080796519
131,1700134472,534502406,0.5281987974479668,-0.6409387161234877,-0.08787084264280196,0.005950819582207351,0.9999155295509736,-0.008932481477050993,0.007330230812074171,96.10389709472656,0.0,0.26384469551629114,-0.7946020481246443,-0.24313595487983808,1.726495376765033,0.2849369313497156,0.6419709597300457,-0.9015972080796519
141,1700134472,554501074,0.5283087757589866,-0.6406647479550578,-0.08744818164730332,0.006320617982851292,0.999913432086644,-0.008679742510708357,0.00760527389193672,96.10389709472656,0.0,0.26384469551629114,-0.7961360289125298,-0.24275245968286674,1.7268788719620045,0.28608741694062967,0.6438884357149024,-0.9023641984735946
151,1700134472,564500717,0.5275432153639403,-0.640298163514632,-0.08813041430783018,0.006393146464692239,0.9999211179288854,-0.008351905605021921,0.006865221838670027,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24275245968286674,1.727262367158976,0.28570392174365833,0.6438884357149024,-0.9019807032766233
161,1700134472,564500717,0.5275432153639403,-0.640298163514632,-0.08813041430783018,0.006393146464692239,0.9999211179288854,-0.008351905605021921,0.006865221838670027,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24275245968286674,1.727262367158976,0.28570392174365833,0.6438884357149024,-0.9019807032766233
171,1700134472,584502482,0.5274055974042334,-0.6417124045663871,-0.08792008582248811,0.006732728872730298,0.9999098588774911,-0.009164336839328387,0.007138586121753314,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24275245968286674,1.727262367158976,0.28570392174365833,0.6438884357149024,-0.9019807032766233
181,1700134472,594501066,0.5284907886757496,-0.6416950863830336,-0.08749770792126578,0.006652092584214413,0.9999045814347838,-0.00926680149046021,0.007791282315351319,96.10389709472656,0.0,0.26307770512234846,-0.795369038518587,-0.24275245968286674,1.7253448911741192,0.28532042654668693,0.6435049405179311,-0.9015972080796519
191,1700134472,604503334,0.5278955490962847,-0.6414025966887426,-0.0878390350089225,0.006964336327295004,0.9999083015093849,-0.008913285344068366,0.007445799924290621,96.10389709472656,0.0,0.26307770512234846,-0.7949855433216156,-0.24313595487983808,1.7261118815680618,0.28608741694062967,0.6435049405179311,-0.9019807032766233
201,1700134472,604503334,0.5278955490962847,-0.6414025966887426,-0.0878390350089225,0.006964336327295004,0.9999083015093849,-0.008913285344068366,0.007445799924290621,96.10389709472656,0.0,0.26307770512234846,-0.7949855433216156,-0.24313595487983808,1.7261118815680618,0.28608741694062967,0.6435049405179311,-0.9019807032766233
211,1700134472,624500391,0.5273513145771425,-0.6414003294755994,-0.08803363363713392,0.006935477002361216,0.9999111382507413,-0.008786988012366931,0.007239033259164841,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24313595487983808,1.726495376765033,0.28570392174365833,0.6431214453209597,-0.9031311888675373
221,1700134472,634499157,0.5273850118700771,-0.6418351747604399,-0.08803351770980432,0.0065476756682247995,0.9999109899613818,-0.009261617756334328,0.007025847587920868,96.10389709472656,0.0,0.26384469551629114,-0.7949855433216156,-0.24313595487983808,1.726495376765033,0.28570392174365833,0.6431214453209597,-0.9031311888675373
