Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0,1700148847,540300261,0.6509750728382072,-0.8402639667705809,0.05057731264096235,0.37705427459937957,0.9246395796799346,-0.022168329883410547,0.04878818346515937,96.10389709472656,0.0,-0.0030679615757708274,-0.5526165788357204,-0.0038349519697135344,0.7435971869274544,0.006135923151541655,1.2655341500054664,-0.009587379924283835
10,1700148847,540300261,0.6509750728382072,-0.8402639667705809,0.05057731264096235,0.37705427459937957,0.9246395796799346,-0.022168329883410547,0.04878818346515937,96.10389709472656,0.0,-0.0030679615757708274,-0.5526165788357204,-0.0038349519697135344,0.7435971869274544,0.006135923151541655,1.2655341500054664,-0.009587379924283835
20,1700148847,550301506,0.6515384397309365,-0.8398804335037519,0.05086295270674046,0.3769263533193941,0.9246814819705054,-0.021758017725828117,0.04916573744810506,96.10389709472656,0.0,-0.0030679615757708274,-0.5526165788357204,-0.0038349519697135344,0.7435971869274544,0.006135923151541655,1.2655341500054664,-0.009587379924283835
30,1700148847,570302084,0.6514172424395227,-0.8405372409009808,0.050904037366457766,0.3769116759091,0.9246642947469124,-0.022404744982199624,0.04931083031010096,96.10389709472656,0.0,-0.0030679615757708274,-0.5530000740326917,-0.0038349519697135344,0.7435971869274544,0.005752427954570301,1.2655341500054664,-0.009203884727312482
40,1700148847,580305037,0.6513985376241536,-0.8402301938631697,0.05088005850663002,0.3767497923330996,0.9247420172663072,-0.022038871734965288,0.04925529019158201,96.10389709472656,0.0,-0.003451456772742181,-0.5530000740326917,-0.002684466378799474,0.7435971869274544,0.005752427954570301,1.265150654808495,-0.009970875121255189
50,1700148847,590300197,0.650595415455337,-0.8410150395985477,0.05116071084639376,0.3777980244074911,0.924313762465483,-0.022167827851616216,0.049206795049471695,96.10389709472656,0.0,-0.004218447166684887,-0.553383569229663,-0.0038349519697135344,0.7435971869274544,0.006519418348513008,1.2655341500054664,-0.009203884727312482
60,1700148847,590300197,0.650595415455337,-0.8410150395985477,0.05116071084639376,0.3777980244074911,0.924313762465483,-0.022167827851616216,0.049206795049471695,96.10389709472656,0.0,-0.004218447166684887,-0.553383569229663,-0.0038349519697135344,0.7435971869274544,0.006519418348513008,1.2655341500054664,-0.009203884727312482
70,1700148847,600301678,0.6510479947415165,-0.8407005181091666,0.05089083965103097,0.3769501926901779,0.9246593949172538,-0.022481453392340253,0.049072801789423505,96.10389709472656,0.0,-0.004218447166684887,-0.553383569229663,-0.0038349519697135344,0.7435971869274544,0.006519418348513008,1.2655341500054664,-0.009203884727312482
80,1700148847,620301848,0.650382040984393,-0.8410465385465493,0.05087307392019691,0.37749236622396204,0.9244499808069734,-0.02196248768233023,0.04908559425559013,96.10389709472656,0.0,-0.0038349519697135344,-0.5530000740326917,-0.0038349519697135344,0.7435971869274544,0.006519418348513008,1.2655341500054664,-0.009970875121255189
90,1700148847,620301848,0.650382040984393,-0.8410465385465493,0.05087307392019691,0.37749236622396204,0.9244499808069734,-0.02196248768233023,0.04908559425559013,96.10389709472656,0.0,-0.004601942363656241,-0.5530000740326917,-0.0038349519697135344,0.7435971869274544,0.006902913545484362,1.2655341500054664,-0.010354370318226542
