Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
1,1700148543,640318964,0.5263859676897863,-0.6405840870993137,-0.1450513587877816,-0.01388941678282557,0.999672188328512,-0.014355541439716969,-0.01601619224066434,55.844154357910156,30.21505355834961,0.15033011721277054,-0.6691991187150117,-0.051004861197190006,1.6440439094161923,0.004601942363656241,0.5959515360934833,-0.6906748497454075
11,1700148543,640318964,0.5263859676897863,-0.6405840870993137,-0.1450513587877816,-0.01388941678282557,0.999672188328512,-0.014355541439716969,-0.01601619224066434,55.844154357910156,30.21505355834961,0.15033011721277054,-0.6691991187150117,-0.051004861197190006,1.6440439094161923,0.004601942363656241,0.5959515360934833,-0.6906748497454075
21,1700148543,650321793,0.5273478769144313,-0.6409708203470224,-0.14431391662295012,-0.014472586467017278,0.9996708075613746,-0.014653843888302378,-0.015299856530087084,55.844154357910156,30.21505355834961,0.1499466220157992,-0.6703496043059258,-0.0502378708032473,1.6432769190222494,0.004218447166684887,0.5963350312904546,-0.6914418401393503
31,1700148543,670320151,0.5268327667564179,-0.6404093795881475,-0.1446818922401976,-0.01404287581216807,0.999680383240562,-0.014100631597773722,-0.015591702648236354,55.844154357910156,30.967741012573242,0.1499466220157992,-0.6703496043059258,-0.0502378708032473,1.6432769190222494,0.004218447166684887,0.5963350312904546,-0.6914418401393503
41,1700148543,670320151,0.5268327667564179,-0.6404093795881475,-0.1446818922401976,-0.01404287581216807,0.999680383240562,-0.014100631597773722,-0.015591702648236354,55.844154357910156,30.967741012573242,0.1499466220157992,-0.6703496043059258,-0.0502378708032473,1.6432769190222494,0.004218447166684887,0.5963350312904546,-0.6914418401393503
51,1700148543,680319487,0.526732697943934,-0.6406578534358446,-0.14478820027215275,-0.013654602222784872,0.9996816451932317,-0.014267346358614581,-0.015703596077793914,55.844154357910156,30.967741012573242,0.1499466220157992,-0.6695826139119831,-0.05062136600021865,1.6436604142192208,0.004985437560627594,0.5963350312904546,-0.6906748497454075
61,1700148543,700319000,0.5263957595878069,-0.6405156017792608,-0.14498513724880846,-0.014004253987526544,0.9996730613882592,-0.014110847802737218,-0.01607902917364333,55.844154357910156,30.967741012573242,0.1499466220157992,-0.6691991187150117,-0.05062136600021865,1.6436604142192208,0.004601942363656241,0.596718526487426,-0.6910583449423789
71,1700148543,710318273,0.5277766012367875,-0.6405815396080934,-0.14453318195390685,-0.014039746209767303,0.9996863282223527,-0.014454544478823444,-0.014872687571042225,55.844154357910156,30.967741012573242,0.1499466220157992,-0.6691991187150117,-0.05062136600021865,1.6436604142192208,0.004601942363656241,0.596718526487426,-0.6910583449423789
81,1700148543,720319104,0.5269923550289788,-0.6409575402803734,-0.14465192413652933,-0.012945281142873452,0.9996934274575431,-0.014622403098613573,-0.015220253675406418,55.844154357910156,28.602149963378906,0.1499466220157992,-0.6691991187150117,-0.05062136600021865,1.6436604142192208,0.004601942363656241,0.596718526487426,-0.6910583449423789
91,1700148543,720319104,0.5269923550289788,-0.6409575402803734,-0.14465192413652933,-0.012945281142873452,0.9996934274575431,-0.014622403098613573,-0.015220253675406418,55.844154357910156,28.602149963378906,0.1499466220157992,-0.6691991187150117,-0.05062136600021865,1.6436604142192208,0.004601942363656241,0.596718526487426,-0.6910583449423789
